iter	RMSE
232	4.556817547
233	4.553279404
234	4.550484857
235	4.548105545
236	4.54436826
237	4.540364576
238	4.532733068
239	4.529384005
240	4.522931983
241	4.521059155
242	4.517098764
243	4.5164793
244	4.512490978
245	4.50982251
246	4.507542507
247	4.506284365
248	4.500512921
249	4.496525719
250	4.491168941
251	4.490159969
252	4.488190828
253	4.486065233
254	4.483587191
255	4.477858957
256	4.472031274
257	4.469286364
258	4.466253695
259	4.466071916
260	4.461383281
261	4.4570022
262	4.454814272
263	4.44940124
264	4.447732018
265	4.446216246
266	4.441939657
267	4.439527752
268	4.43935685
269	4.435024801
270	4.429929516
271	4.425153248
272	4.424931981
273	4.422254846
274	4.420316846
275	4.414997161
276	4.410674543
277	4.405386134
278	4.400182503
279	4.399967772
280	4.395935575
281	4.390916883
282	4.3879465
283	4.384424701
284	4.383043185
285	4.38098932
286	4.378454737
287	4.374178134
288	4.372913675
289	4.368166953
290	4.363355887
291	4.363204098
292	4.361032686
293	4.358399285
294	4.35354645
295	4.3506698
296	4.347029637
297	4.345675128
298	4.345184741
299	4.340580186
300	4.338579933
301	4.334095268
302	4.333905816
303	4.331576897
304	4.32884955
305	4.32517665
306	4.320164082
307	4.318495487
308	4.317329382
309	4.313142865
310	4.310096535
311	4.309951294
312	4.305207746
313	4.305074591
314	4.30250089
315	4.299651755
316	4.299515828
317	4.299387537
318	4.296419545
319	4.295134684
320	4.29500632
321	4.291674398
322	4.291553358
323	4.288387778
324	4.286303175
325	4.282932117
326	4.282632082
327	4.278723167
328	4.274831637
329	4.271035106
330	4.267118095
331	4.262751363
332	4.261026049
333	4.254055634
334	4.248228972
335	4.247419072
336	4.246281358
337	4.242451282
338	4.241847234
339	4.238788326
340	4.237749072
341	4.2337202
342	4.229782237
343	4.228909241
344	4.225148693
345	4.224605473
346	4.222828036
347	4.218617678
348	4.216617406
349	4.21568181
350	4.212924375
351	4.211829412
352	4.211565266
353	4.207669064
354	4.202507819
355	4.196827808
356	4.194391114
357	4.191209285
358	4.189071554
359	4.184892489
360	4.184741196
361	4.18083706
362	4.177996806
363	4.171455127
364	4.167389161
365	4.165241745
366	4.163347969
367	4.159267948
368	4.157451798
369	4.153575699
370	4.151204572
371	4.150395033
372	4.147708335
373	4.141564537
374	4.136419986
375	4.134379964
376	4.133790994
377	4.12996494
378	4.127537496
379	4.126803306
380	4.12349614
381	4.122261848
382	4.118591447
383	4.118102649
384	4.115036047
385	4.114929925
386	4.114832804
387	4.110380806
388	4.109133551
389	4.106134999
390	4.104767843
391	4.102968702
392	4.102814752
393	4.100899935
394	4.100765092
395	4.098341211
396	4.098198425
397	4.097576529
398	4.091912698
399	4.087210839
400	4.083802259
401	4.081222442
402	4.076745588
403	4.075975853
404	4.072629449
405	4.069579391
406	4.065171558
407	4.062188747
408	4.058554127
409	4.054478826
410	4.05158259
411	4.050049245
412	4.044955599
413	4.043268301
414	4.039599056
415	4.037675738
416	4.037576489
417	4.03491752
418	4.031940466
419	4.030200011
420	4.027818073
421	4.025253208
422	4.02386086
423	4.020479207
424	4.019240766
425	4.018527235
426	4.017994207
427	4.01785732
428	4.015601605
429	4.012538886
430	4.012409174
431	4.008359435
432	4.00667429
433	4.004090277
434	4.000051377
435	3.997612386
436	3.996050649
437	3.995261706
438	3.994064433
439	3.993302507
440	3.991806985
441	3.986251407
442	3.98491421
443	3.98483032
444	3.980599881
445	3.978352298
446	3.976754889
447	3.97521513
448	3.972986278
449	3.971894584
450	3.971812721
451	3.970902352
452	3.967529038
453	3.963385699
454	3.960657943
455	3.959278156
456	3.955476971
457	3.952530082
458	3.949556593
459	3.945414204
460	3.943589643
461	3.940254339
462	3.939316384
463	3.939238409
464	3.935592523
465	3.931651901
466	3.929562798
467	3.926780623
468	3.926705491
469	3.925276248
470	3.925157826
471	3.921340164
472	3.919599953
473	3.915489177
474	3.914883842
475	3.913714026
476	3.913018281
477	3.909671341
478	3.908085591
479	3.906066334
480	3.905286679
481	3.902496559
482	3.898280765
483	3.898175648
484	3.8945211
485	3.89143694
486	3.889080826
487	3.888827225
488	3.887713192
489	3.88395072
490	3.881298336
491	3.878019653
492	3.875084857
493	3.871890157
494	3.868900371
495	3.868003431
496	3.866446175
497	3.864071385
498	3.86047809
499	3.856265742
500	3.851757523
501	3.847751246
502	3.84714808
503	3.845940424
504	3.844943011
505	3.841077234
506	3.839836821
507	3.83749854
508	3.834493762
509	3.833707624
510	3.833151796
511	3.832235342
512	3.830184083
513	3.826455824
514	3.824802542
515	3.824734886
516	3.820310015
517	3.818237894
518	3.817891403
519	3.813945427
520	3.812678146
521	3.810645937
522	3.808695043
523	3.807175817
524	3.80442909
525	3.801688531
526	3.799317208
527	3.799252409
528	3.797671214
529	3.7941629
530	3.790553542
531	3.788685328
532	3.787375094
533	3.784606968
534	3.783726136
535	3.783149248
536	3.780347506
537	3.777298433
538	3.774366637
539	3.774302067
540	3.773031512
541	3.772962525
542	3.77148967
543	3.768842225
544	3.767000071
545	3.766971902
546	3.764029562
547	3.760329264
548	3.759072685
549	3.757842238
550	3.756438302
551	3.754195589
552	3.752946084
553	3.752852993
554	3.750681981
555	3.746416881
556	3.743609212
557	3.742214869
558	3.738870114
559	3.738736264
560	3.735586518
561	3.735088851
562	3.732542687
563	3.729307281
564	3.726429958
565	3.726339968
566	3.724143863
567	3.720673292
568	3.719078249
569	3.717848491
570	3.713961716
571	3.711989441
572	3.708369217
573	3.706044725
574	3.703192098
575	3.701105381
576	3.701023409
577	3.700467772
578	3.69797725
579	3.697885654
580	3.694205296
581	3.69362815
582	3.690323761
583	3.6882689
584	3.683706899
585	3.681662141
586	3.677306108
587	3.67562017
588	3.675337233
589	3.674167216
590	3.67065264
591	3.67027572
592	3.667417579
593	3.665399265
594	3.663761871
595	3.662385986
596	3.65912362
597	3.658001134
598	3.657345721
599	3.6561452
600	3.65336465
601	3.650478022
602	3.649548341
603	3.64679053
604	3.643148465
605	3.640072677
606	3.639668801
607	3.637101949
608	3.633412749
609	3.630685502
610	3.630296083
611	3.629400899
612	3.626349892
613	3.626266597
614	3.623026668
615	3.61803814
616	3.617231468
617	3.614680597
618	3.613491965
619	3.612365555
620	3.6101073
621	3.605393965
622	3.604574407
623	3.602043735
624	3.601005085
625	3.599095177
626	3.596504479
627	3.5938671
628	3.593538893
629	3.591256124
630	3.589637265
631	3.588453427
632	3.588229746
633	3.587703995
634	3.583423344
635	3.582759169
636	3.580155456
637	3.57771015
638	3.573245328
639	3.568651477
640	3.567819716
641	3.566357742
642	3.565734834
643	3.565379334
644	3.564314147
645	3.562266709
646	3.55882593
647	3.555940627
648	3.555044623
649	3.551616144
650	3.550234027
651	3.545795807
652	3.542172474
653	3.538821516
654	3.536223209
655	3.53350544
656	3.532670606
657	3.530180263
658	3.529362531
659	3.527946263
660	3.523465172
661	3.523132502
662	3.519454038
663	3.518095268
664	3.517338975
665	3.515468924
666	3.513980302
667	3.511911588
668	3.509866005
669	3.506789441
670	3.504763015
671	3.501856604
672	3.499090374
673	3.498556297
674	3.498270604
675	3.497600503
676	3.495921384
677	3.492711955
678	3.489934805
679	3.489372125
680	3.487977635
681	3.485926843
682	3.485881574
683	3.483845256
684	3.481938738
685	3.47878912
686	3.478431647
687	3.475140777
688	3.47372091
689	3.472431331
690	3.471808004
691	3.470574317
692	3.468804754
693	3.468024339
694	3.467744009
695	3.464922502
696	3.464641
697	3.461640281
698	3.458594992
699	3.457956534
700	3.455614982
701	3.454650075
702	3.454257648
703	3.451332066
704	3.448807009
705	3.447431694
706	3.447365013
707	3.444488406
708	3.443320657
709	3.441072848
710	3.438154148
711	3.437186862
712	3.435638841
713	3.433832228
714	3.432095436
715	3.430423988
716	3.429235029
717	3.426520648
718	3.423913262
719	3.422581868
720	3.421496959
721	3.41999964
722	3.419287004
723	3.415547081
724	3.410721367
725	3.408157564
726	3.406890385
727	3.404280598
728	3.402233372
729	3.401293587
730	3.3994141
731	3.397541672
732	3.39569044
733	3.393473668
734	3.392817711
735	3.390117137
736	3.389017586
737	3.386421887
738	3.386371163
739	3.384117277
740	3.381781385
741	3.380857269
742	3.379746147
743	3.376903755
744	3.375672185
745	3.374433932
746	3.373574684
747	3.371210946
748	3.370323481
749	3.368598492
750	3.366785457
751	3.364810738
752	3.362424601
753	3.36034229
754	3.355993852
755	3.355052829
756	3.354360169
757	3.353266512
758	3.350197498
759	3.349638286
760	3.346966503
761	3.345522922
762	3.343142569
763	3.341171168
764	3.339500457
765	3.336425324
766	3.335489069
767	3.333984709
768	3.332761219
769	3.330770437
770	3.328548647
771	3.326642286
772	3.324317548
773	3.324039882
774	3.322382329
775	3.320200869
776	3.318009458
777	3.317133402
778	3.31507925
779	3.313315632
780	3.311181641
781	3.309116316
782	3.306695732
783	3.306012934
784	3.305734082
785	3.304736282
786	3.303724181
787	3.303083863
788	3.302440734
789	3.299705683
790	3.296815057
791	3.294846811
792	3.292706957
793	3.292238415
794	3.290800708
795	3.289973706
796	3.288637448
797	3.288161437
798	3.285709295
799	3.283697304
800	3.283132862
801	3.282383265
802	3.281315879
803	3.278530488
804	3.275358971
805	3.273045536
806	3.27274076
807	3.270685079
808	3.267986391
809	3.26793879
810	3.267125806
811	3.265347036
812	3.264871047
813	3.263657531
814	3.262126479
815	3.260314759
816	3.259678116
817	3.257812707
818	3.257526622
819	3.256480563
820	3.254402952
821	3.252316402
822	3.25151349
823	3.2506217
824	3.249612361
825	3.248268942
826	3.246944396
827	3.246141656
828	3.245899885
829	3.243774218
830	3.241440971
831	3.23884259
832	3.236576003
833	3.232903297
834	3.231331566
835	3.229631809
836	3.229069114
837	3.226726034
838	3.225460684
839	3.222658889
840	3.222617139
841	3.220018434
842	3.2197174
843	3.21959609
844	3.216883851
845	3.215042173
846	3.213881528
847	3.211154019
848	3.209633152
849	3.207815925
850	3.205899474
851	3.20525031
852	3.2026406
853	3.2004541
854	3.19765312
855	3.195381541
856	3.195197727
857	3.194160189
858	3.192807435
859	3.192544079
860	3.189719583
861	3.188213639
862	3.18761452
863	3.184979117
864	3.183158698
865	3.180609495
866	3.178901374
867	3.178698289
868	3.177330078
869	3.176034622
870	3.174627508
871	3.17312175
872	3.171329809
873	3.171133572
874	3.168517409
875	3.166587216
876	3.165668077
877	3.164887055
878	3.163154031
879	3.161314081
880	3.16065926
881	3.159194512
882	3.156426261
883	3.156157354
884	3.155413529
885	3.152902537
886	3.151832974
887	3.150157092
888	3.149467203
889	3.147210239
890	3.14498421
891	3.142574047
892	3.139890319
893	3.13611745
894	3.133927727
895	3.131405563
896	3.128998384
897	3.127360581
898	3.124653797
899	3.12386874
900	3.122258129
901	3.11996397
902	3.116470336
903	3.114857952
904	3.114004427
905	3.111704442
906	3.111423824
907	3.110678009
908	3.108595191
909	3.106723644
910	3.103217481
911	3.101721536
912	3.101297741
913	3.099799839
914	3.099202685
915	3.098110403
916	3.096676694
917	3.095059681
918	3.093754698
919	3.091169639
920	3.089041198
921	3.087442703
922	3.084925068
923	3.083075448
924	3.080929668
925	3.078848097
926	3.078365149
927	3.076358636
928	3.075352431
929	3.073474101
930	3.073111244
931	3.072318386
932	3.071941151
933	3.071750568
934	3.069472772
935	3.067595215
936	3.065637179
937	3.063368371
938	3.06290778
939	3.061432101
940	3.060620441
941	3.060187545
942	3.05966717
943	3.058518367
944	3.05681434
945	3.056217531
946	3.05535274
947	3.055027342
948	3.054190524
949	3.051574619
950	3.051123543
951	3.050882192
952	3.050596903
953	3.048179502
954	3.045878553
955	3.044373154
956	3.043882937
957	3.042123778
958	3.039935616
959	3.03965125
960	3.039065244
961	3.036635771
962	3.035246158
963	3.03446048
964	3.033209654
965	3.031513796
966	3.029864366
967	3.028229911
968	3.028199925
969	3.027821492
970	3.027775433
971	3.026349711
972	3.025293619
973	3.024384457
974	3.022210781
975	3.0210258
976	3.020872727
977	3.019852529
978	3.018434304
979	3.016222706
980	3.015241704
981	3.014029643
982	3.011775583
983	3.010835841
984	3.008684495
985	3.0069097
986	3.00622676
987	3.004091451
988	3.000079424
989	2.997738287
990	2.996840933
991	2.996431637
992	2.996014356
993	2.994694044
994	2.993034581
995	2.990847242
996	2.98896453
997	2.987917817
998	2.987084879
999	2.986696908
